Unnamed: 0,id,tweet_id,username,followers_count,user_verified,text,created_at,like_count,retweet_count,reply_count,location,lang,generation,ass_hashtags,keyword_exists,prep_text,created_at.1,year,month,day,week,time,hour,minute,vader_polarity,bert_polarity
402,11256,1425359728281014279,DzawandaMK,4179,False,"Let's go walk the talk. 
#YouthVote2021 
#ZambiaDecides2021 https://t.co/aDsY6keovx",2021-08-11 09:33:35+02,1,0,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#youthvote2021 #zambiadecides2021,True,let walk talk,2021-08-11,2021,8,11,32,09:33:35,9,33,Neutral,Neutral
403,11258,1425359501369253889,god_D_usopp,487,False,Ready for tomorrow already #ZambiaDecides2021 https://t.co/CbbQ53ABoz,2021-08-11 09:32:41+02,11,3,0,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia",en,1,#zambiadecides2021,True,ready tomorrow already,2021-08-11,2021,8,11,32,09:32:41,9,32,Neutral,Neutral
404,11259,1425359267041792002,LandaTumfwe,446,False,"Some people like for arresting arresting mweh. Anyways lawyers we plead with you across the nation, do us a favor and stand by &amp; offer the people probonals through this phase.
Nothing should stop people from expressing their rights.
#ZambiaDecides2021 
#ZedTwitter 
#Zambia",2021-08-11 09:31:45+02,0,0,0,"Global, 81, Barber Greene Road, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M3C 2C3, Canada",en,1,#zambiadecides2021 #zedtwitter #zambia,True,people like arresting arresting mweh anyways lawyer plead across nation u favor stand offer people probonals phase nothing stop people expressing right,2021-08-11,2021,8,11,32,09:31:45,9,31,Positive,Neutral
405,11260,1425358917849264130,McTaju,1212,False,"All the very best ba neighbour
@tonytheegoon. Choose wisely

#ZambiaDecides2021",2021-08-11 09:30:22+02,2,1,1,"Lilongwe, Central Region, Malawi",en,1,#zambiadecides2021,True,best ba neighbour choose wisely,2021-08-11,2021,8,11,32,09:30:22,9,30,Positive,Positive
406,11261,1425358815537602563,Mr_Kasota,2873,False,"I'm doing this for big bite 2. @HungryLionZM #ZambiaDecides2021
#VoteWisely https://t.co/qVh4nu3bsn",2021-08-11 09:29:58+02,6,0,0,"Kitwe, Kitwe District, Copperbelt Province, 1001, Zambia",en,1,#zambiadecides2021 #votewisely,True,big bite 2,2021-08-11,2021,8,11,32,09:29:58,9,29,Neutral,Neutral
407,11262,1425358126732169220,NgamboMutoshi,676,False,"I commit my beautiful and peaceful nation Zambia into your capable and able hands as well head to the polls tomorrow God.
May Peace always be a beacon for us in Jesus Name Amen.
#ZambiaDecides2021
#VoteWisely 
#YouthVote2021 https://t.co/X09ykyCgwq",2021-08-11 09:27:13+02,2,0,1,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021 #votewisely #youthvote2021,True,commit beautiful peaceful nation zambia capable able hand well head poll tomorrow god may peace always beacon u jesus name amen,2021-08-11,2021,8,11,32,09:27:13,9,27,Positive,Positive
408,11263,1425357610581209089,Fresh_Isthename,1593,False,The time is now #Fakapressure #ZambiaDecides2021 https://t.co/l5Cjx2PEbr,2021-08-11 09:25:10+02,1,1,0,Zambia,en,1,#fakapressure #zambiadecides2021,True,time,2021-08-11,2021,8,11,32,09:25:10,9,25,Neutral,Neutral
409,11264,1425356976863727619,mercyshibemba,1644,False,"Tomorrow is Election Day in Zambia. 

Hoping for peace, safety and integrity as #ZambiaDecides2021 🇿🇲",2021-08-11 09:22:39+02,1,1,0,,en,1,#zambiadecides2021,True,tomorrow election day zambia hoping peace safety integrity,2021-08-11,2021,8,11,32,09:22:39,9,22,Positive,Neutral
410,11265,1425355809391792137,bainz1111,606,False,"Today, figuratively, literally, physically, metaphorically - however you wanna take it. The winds of change are upon us. 
#ZambiaDecides2021",2021-08-11 09:18:01+02,2,0,0,Zambia,en,1,#zambiadecides2021,True,today figuratively literally physically metaphorically however wan na take wind change upon u,2021-08-11,2021,8,11,32,09:18:01,9,18,Neutral,Neutral
411,11266,1425354315737206785,chipashachangal,984,False,Wow tomorrow it is then #ZambiaDecides2021,2021-08-11 09:12:05+02,0,0,0,"Copperbelt Province, Zambia",en,1,#zambiadecides2021,True,wow tomorrow,2021-08-11,2021,8,11,32,09:12:05,9,12,Positive,Positive
412,11267,1425354124644823041,Mandyhillstone,23387,False,"Vote wisely #CEMENT it's k140.
#ZambiaDecides2021",2021-08-11 09:11:19+02,10,1,0,,en,1,#cement #zambiadecides2021,True,vote wisely k140,2021-08-11,2021,8,11,32,09:11:19,9,11,Neutral,Neutral
413,11268,1425353529724743680,newslibre,4001,False,"Zambians will decide on Thursday whether to re-elect President Edgar Lungu after the country's worst economic performance in decades.  59-year-old Hakainde Hichilema who is contesting for the 6th time will be his opponent. 

#NewslibreUpdates #ZambiaDecides2021 https://t.co/92vY4Pfawx",2021-08-11 09:08:57+02,0,0,0,,en,1,#newslibreupdates #zambiadecides2021,True,zambian decide thursday whether reelect president edgar lungu country worst economic performance decade 59yearold hakainde hichilema contesting 6th time opponent,2021-08-11,2021,8,11,32,09:08:57,9,8,Negative,Negative
414,11269,1425353081437437956,dilizie,2403,False,"A few things to note when going to vote tomorrow in the thread below.

#ZambiaDecides2021 https://t.co/GxdouEa8QE",2021-08-11 09:07:11+02,1,0,1,,en,1,#zambiadecides2021,True,thing note going vote tomorrow thread,2021-08-11,2021,8,11,32,09:07:11,9,7,Neutral,Neutral
415,11270,1425353065113260035,Clive_Mbs,1246,False,"9) Remove nail polish on both thumbs for the avoidance of doubt. It is not clear which thumb will be marked with the indelible link after voting.

Vote wisely &amp; keep your vote a secret! 
#ZambiaDecides2021",2021-08-11 09:07:07+02,1,3,1,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia",en,1,#zambiadecides2021,True,9 remove nail polish thumb avoidance doubt clear thumb marked indelible link voting vote wisely keep vote secret,2021-08-11,2021,8,11,32,09:07:07,9,7,Negative,Neutral
416,11272,1425351343531769861,nomsa_maseko,48648,True,#ZambiaDecides2021 Zambia election: Young voters may hold the cards written by ⁦@KennedyGondwe⁩  https://t.co/MA5PhYAuPn,2021-08-11 09:00:16+02,4,6,0,,en,1,#zambiadecides2021,True,zambia election young voter may hold card written,2021-08-11,2021,8,11,32,09:00:16,9,0,Neutral,Neutral
417,11273,1425349960250310657,fredchibaya,42,False,"Vote wisely to make Zambia ""Proud and Free"" from dictatorship . Find your voting documents today.

#ZedTwitter #ZambiaDecides2021 https://t.co/SQkkIhwjhC",2021-08-11 08:54:46+02,0,0,0,"Motherland, 466, West Cordova Street, Gastown, Downtown, Vancouver, Metro Vancouver Regional District, British Columbia, V6B, Canada",en,1,#zedtwitter #zambiadecides2021,True,vote wisely make zambia proud free dictatorship find voting document today,2021-08-11,2021,8,11,32,08:54:46,8,54,Positive,Neutral
418,11274,1425349822832381952,TheZedGooner,5996,False,I'm almost 30 and this will be the first time exercising my Vote.😎 #ZambiaDecides2021,2021-08-11 08:54:14+02,0,0,0,"Northern Province, Zambia",en,1,#zambiadecides2021,True,almost 30 first time exercising vote,2021-08-11,2021,8,11,32,08:54:14,8,54,Neutral,Neutral
419,11275,1425349666930053124,skincarezm,1386,False,"Good morning ,
We will be closed for 5 days to allow our staff to travel for the elections. We have a 20% off all items sale in store. ALL. This is a walk in sale only at the Ibex 88 store in Salama Park. 
We will catch you after Zambia decides.💚
#ZambiaDecides2021 https://t.co/5twuo4sIpD",2021-08-11 08:53:36+02,24,8,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021,True,good morning closed 5 day allow staff travel election 20 item sale store walk sale ibex 88 store salama park catch zambia decides,2021-08-11,2021,8,11,32,08:53:36,8,53,Positive,Neutral
420,11276,1425349441347801091,Joshua97350997,1422,False,"Don't be that guy who says my vote won't make a difference.  Go out and vote tomorrow!!!
#ZambiaDecides2021",2021-08-11 08:52:43+02,2,1,0,Zambia,en,1,#zambiadecides2021,True,guy vote make difference vote tomorrow,2021-08-11,2021,8,11,32,08:52:43,8,52,Neutral,Neutral
421,11277,1425349332874797066,CCMG_Zambia,1366,False,"Take the lead and make the choice, it's your civic right to VOTE and the POWER is in your hands. KA VOTÉ!!
DON'T BE LEFT KU WIRE!!!
#CCMG
#ZambiaDecides2021 
#YouthVote2021
#Credible_elections https://t.co/jo6lMnKNqH",2021-08-11 08:52:17+02,10,2,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#ccmg #zambiadecides2021 #youthvote2021 #credible_elections,True,take lead make choice civic right vote power hand ka vote left ku wire,2021-08-11,2021,8,11,32,08:52:17,8,52,Neutral,Positive
422,11278,1425346080628224000,2021Zambian,2714,False,"PF MP for Kabwe Central, Tutwa Ngulube, who recently said ""anyone protesting the govt should have their bones broken so that Zambians can live in peace."" beaten up by Kabwe residents for tampering with ballot paper at Kabwe Civic Centre. #ZambiaDecides2021 https://t.co/NHCtNh20Qz",2021-08-11 08:39:21+02,15,4,4,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia",en,1,#zambiadecides2021,True,pf mp kabwe central tutwa ngulube recently said anyone protesting govt bone broken zambian live peace beaten kabwe resident tampering ballot paper kabwe civic centre,2021-08-11,2021,8,11,32,08:39:21,8,39,Negative,Negative
423,11279,1425344072735154177,AprilEighth8,2557,False,He couldn't work with this principle. Otherwise tomorrow #Zambiadecides2021 https://t.co/UgB4tBVGpi,2021-08-11 08:31:23+02,0,0,0,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia",en,1,#zambiadecides2021,True,could work principle otherwise tomorrow,2021-08-11,2021,8,11,32,08:31:23,8,31,Neutral,Negative
424,11280,1425342735255474176,ProudlyZambian,11305,False,We are in the endgame #ZambiaDecides2021 #YouthVote2021,2021-08-11 08:26:04+02,33,5,0,"Happy Place, ป่าคลอก, อำเภอถลาง, จังหวัดภูเก็ต, ประเทศไทย",en,1,#zambiadecides2021 #youthvote2021,True,endgame,2021-08-11,2021,8,11,32,08:26:04,8,26,Neutral,Neutral
425,11281,1425342560185298947,ercafrica,44394,False,"@usembassyzambia :-The U.S. Government stands arm in arm with Zambian people and all people around the world in working for and protecting democracy. 
@Fromagehomme #ZambiaDecides2021 https://t.co/bR16ISnK6T",2021-08-11 08:25:22+02,6,2,0,"Harare, Harare Province, Zimbabwe",en,1,#zambiadecides2021,True,government stand arm arm zambian people people around world working protecting democracy,2021-08-11,2021,8,11,32,08:25:22,8,25,Neutral,Neutral
426,11282,1425341193471381505,chichidarius,686,False,Let’s flood this streets with elections. Convince that someone who is not yet decided. #ZambiaDecides2021,2021-08-11 08:19:56+02,1,0,0,"Copperbelt Province, Zambia",en,1,#zambiadecides2021,True,let flood street election convince someone yet decided,2021-08-11,2021,8,11,32,08:19:56,8,19,Neutral,Neutral
427,11284,1425340101312323592,masase_II,1018,False,"Zambia goes to the polls tomorrow. Just a remainder guys that all the music, dancing , chitenges and all sorts of things that you was given won’t sustain you forever not even for a few months make the right call @ZedTwiter #ZambiaDecides2021 #everyvotecounts",2021-08-11 08:15:36+02,5,0,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021 #everyvotecounts,True,zambia poll tomorrow remainder guy music dancing chitenges sort thing wa given sustain forever even month make right call,2021-08-11,2021,8,11,32,08:15:36,8,15,Neutral,Neutral
428,11285,1425339474800791554,iamkumz,2092,False,"So it’s my Father’s Birthday tomorrow , I Pray and Hope the Nation gives him a New Gift as well 🙏🏾

#ZedTwitter 
#ZambiaDecides2021 
#YouthVote2021",2021-08-11 08:13:06+02,0,0,0,"Haninge kommun, Stockholms län, Sverige",en,1,#zedtwitter #zambiadecides2021 #youthvote2021,True,father birthday tomorrow pray hope nation give new gift well,2021-08-11,2021,8,11,32,08:13:06,8,13,Positive,Positive
429,11286,1425339350724845568,JeffWaziski_jR,2456,False,"Reminder that after voting tomorrow folks, let’s not rush to leave the polling stations. We cast our votes and protect them. Let’s monitor the situation for any suspicious happenings.
#YouthVote2021 #ZambiaDecides2021",2021-08-11 08:12:37+02,1,0,0,"Kabwe, Kabwe District, Central Province, Zambia",en,1,#youthvote2021 #zambiadecides2021,True,reminder voting tomorrow folk let rush leave polling station cast vote protect let monitor situation suspicious happening,2021-08-11,2021,8,11,32,08:12:37,8,12,Neutral,Neutral
430,11287,1425339031693430784,ercafrica,44394,False,@wkatema ⁃Another hallmark of democracy is Substantive outcome uncertainty. There should be no pre determined outcome. Things should be seen as they are not as they ought to be #ZambiaDecides2021,2021-08-11 08:11:21+02,2,1,0,"Harare, Harare Province, Zimbabwe",en,1,#zambiadecides2021,True,another hallmark democracy substantive outcome uncertainty pre determined outcome thing seen ought,2021-08-11,2021,8,11,32,08:11:21,8,11,Negative,Neutral
431,11288,1425339029323669508,ercafrica,44394,False,"@wkatema ⁃There should be minimum room for games within the rules. 
@NDI @USAID @SAHRDNetwork @bobosibunus @WalpeAcademy  @ZECzim #ZambiaDecides2021",2021-08-11 08:11:20+02,3,1,1,"Harare, Harare Province, Zimbabwe",en,1,#zambiadecides2021,True,minimum room game within rule,2021-08-11,2021,8,11,32,08:11:20,8,11,Neutral,Neutral
432,11289,1425339027008409607,ercafrica,44394,False,"@wkatema ⁃The hallmark of a democratic election is characterised by procedural certainty on the entire electoral cycle with clearly defined rules. 
#ZambiaDecides2021",2021-08-11 08:11:20+02,0,0,1,"Harare, Harare Province, Zimbabwe",en,1,#zambiadecides2021,True,hallmark democratic election characterised procedural certainty entire electoral cycle clearly defined rule,2021-08-11,2021,8,11,32,08:11:20,8,11,Positive,Neutral
433,11290,1425339024256929796,ercafrica,44394,False,"@wkatema :⁃These elections mark a defining moment in Zambian history as they define the future of Zambia and the Zambia of the future.  
@NixiiB 
@tendosana
@adriano_nuvunga
@EISAfrica
@Fromagehomme
@IDEA_Africa
@Panos_PSAf
#ZambiaDecides2021",2021-08-11 08:11:19+02,8,3,2,"Harare, Harare Province, Zimbabwe",en,1,#zambiadecides2021,True,election mark defining moment zambian history define future zambia zambia future,2021-08-11,2021,8,11,32,08:11:19,8,11,Neutral,Neutral
434,11292,1425338640654348293,Musolek,2548,False,"@kasubasikamo_ Anyway, to all Zed voters on the to:
#ZambiaDecides2021 https://t.co/xN2PHeTtP4",2021-08-11 08:09:48+02,1,0,1,"Raleigh, Wake County, North Carolina, United States",en,1,#zambiadecides2021,True,anyway zed voter,2021-08-11,2021,8,11,32,08:09:48,8,9,Neutral,Neutral
435,11293,1425338475692269569,Fund3aizer,362,False,"Don’t be lied to, God doesn’t choose the leaders, the power is with you.. go and vote #ZambiaDecides2021",2021-08-11 08:09:08+02,1,0,0,"广东省, 中国",en,1,#zambiadecides2021,True,lied god doe choose leader power vote,2021-08-11,2021,8,11,32,08:09:08,8,9,Neutral,Neutral
436,11294,1425338383103139844,kawaza3,283,False,"@DiggersOfNews @EdgarCLungu. I was stupid and gave you my vote in 2016, tomorrow I will not be voting for you. 
#ZambiaDecides2021",2021-08-11 08:08:46+02,8,0,0,"Dimont, Avesnes-sur-Helpe, Nord, Hauts-de-France, France métropolitaine, 59216, France",en,1,#zambiadecides2021,True,wa stupid gave vote 2016 tomorrow voting,2021-08-11,2021,8,11,32,08:08:46,8,8,Negative,Negative
437,11295,1425338123588931590,KellyChaka,978,False,"One more night just like Phil Collins
#ZambiaDecides2021",2021-08-11 08:07:44+02,1,0,0,"Global, Departure Plaza, Mascot, Sydney, Bayside Council, New South Wales, 2020, Australia",en,1,#zambiadecides2021,True,one night like phil collins,2021-08-11,2021,8,11,32,08:07:44,8,7,Neutral,Neutral
438,11296,1425336682333802496,mwabizo,3283,False,"I have class from 8am to 6pm tomorrow,   but fam? I'm missing the last 2 hours of class coz I just have to vote!!!  #ZambiaDecides2021",2021-08-11 08:02:01+02,12,0,6,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia",en,1,#zambiadecides2021,True,class 8am 6pm tomorrow fam missing last 2 hour class coz vote,2021-08-11,2021,8,11,32,08:02:01,8,2,Negative,Negative
439,11297,1425336180103688194,21votes,1927,False,"ICYMI: Key #Africa election news this week, in review:

The major story is Zambia, which holds crucial elections on August 12 after a hotly-contested campaign, and marred by violence and lack of a level playing field.

Plus lots more.

#ZambiaDecides2021 

https://t.co/8OHGPvqf4u",2021-08-11 08:00:01+02,3,0,0,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia",en,1,#africa #zambiadecides2021,True,icymi key election news week review major story zambia hold crucial election august 12 hotlycontested campaign marred violence lack level playing field plus lot,2021-08-11,2021,8,11,32,08:00:01,8,0,Negative,Negative
440,11298,1425336096083357702,LandaTumfwe,446,False,"#ZambiaDecides2021 #ZedTwitter

Anyone?

Anybody?

Zambia tomorrow: 👇 https://t.co/jkyrVnTx0J",2021-08-11 07:59:41+02,0,0,0,"Global, 81, Barber Greene Road, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M3C 2C3, Canada",en,1,#zambiadecides2021 #zedtwitter,True,anyone anybody zambia tomorrow,2021-08-11,2021,8,11,32,07:59:41,7,59,Neutral,Neutral
441,11299,1425335628921704450,KayaKatwishi,4477,False,"I feel like I should queue chalimo today. 
#ZambiaDecides2021",2021-08-11 07:57:50+02,7,0,0,,en,1,#zambiadecides2021,True,like queue chalimo today,2021-08-11,2021,8,11,32,07:57:50,7,57,Neutral,Neutral
442,11300,1425334235137777666,bobosibunus,1396,False,Another hallmark of democracy is Substantive outcome uncertainty. There should be no pre-determined outcome. Things should be seen as they are not as they ought to be @WalpeAcademy @ZambiaElections @ZECzim @ercafrica @CCMG_Zambia @NixiiB @Fromagehomme @wkatema #ZambiaDecides2021,2021-08-11 07:52:17+02,7,3,0,"Harare, Harare Province, Zimbabwe",en,1,#zambiadecides2021,True,another hallmark democracy substantive outcome uncertainty predetermined outcome thing seen ought,2021-08-11,2021,8,11,32,07:52:17,7,52,Negative,Neutral
443,11301,1425333096979877889,thetongaman,3254,False,"In transit to give my village people @MwilaChriseddy &amp; @HHichilema a vote
#ZambiaDecides2021 
✊🏽🤗 https://t.co/HaZizQ7jUp",2021-08-11 07:47:46+02,9,0,0,"Within, The Crescent, Downtown Berkeley, Berkeley, Alameda County, CAL Fire Northern Region, California, 94704, United States",en,1,#zambiadecides2021,True,transit give village people vote,2021-08-11,2021,8,11,32,07:47:46,7,47,Neutral,Neutral
444,11302,1425332043567751174,caroline_flame,8580,False,"We're in the endgame now,get yourself ready for your national duty tomorrow:

NRC☑️

VOTERS CARD☑️

Tomorrow you get to do something for yourself,your family and every common Zambian out there......the power is in our hands🗳️

#ZambiaDecides2021",2021-08-11 07:43:35+02,4,1,0,"Milky Way, Sesel",en,1,#zambiadecides2021,True,endgame ready national duty tomorrow nrc voter card tomorrow something family every common zambian power hand,2021-08-11,2021,8,11,32,07:43:35,7,43,Neutral,Positive
445,11303,1425331880841388041,Lomlom_27,8776,False,Because we are going to vote for change and be freed from the shackles of buying popico @ K3.99 #ZambiaDecides2021 #YouthVote2021 https://t.co/MahtpSEyNK,2021-08-11 07:42:56+02,496,117,21,"Play With Me Not With My Business, 65/36, Mtanda Bathu Road, Kanyama, Lusaka, Lusaka District, Lusaka Province, Zambia",en,1,#zambiadecides2021 #youthvote2021,True,going vote change freed shackle buying popico k399,2021-08-11,2021,8,11,32,07:42:56,7,42,Neutral,Neutral
446,11304,1425331522522001412,kangaroo_jaack,5341,False,We're in the end game now #ZambiaDecides2021,2021-08-11 07:41:31+02,1,0,0,Zambia,en,1,#zambiadecides2021,True,end game,2021-08-11,2021,8,11,32,07:41:31,7,41,Neutral,Neutral
447,11305,1425331519510433792,mpk_y2k,5596,False,"We all have to vote like our lives depends on it, because it does. The only way to be certain of the future is to make it ourselves. It's not enough to just want change ... You have to go and make change by voting
#ZambiaDecides2021",2021-08-11 07:41:30+02,6,1,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021,True,vote like life depends doe way certain future make enough change make change voting,2021-08-11,2021,8,11,32,07:41:30,7,41,Positive,Neutral
448,11306,1425329692891037704,PamosMedia,275,False,"In this video we produced for the Zambia - United States Exchange Alumni Association, rapper and US alumni @bflowmusic urges Zambians to vote in tomorrow's general elections

https://t.co/IDw722Slxv
@usembassyzambia @NizaLebo_Phiri @WashFellowship #ZambiaDecides2021",2021-08-11 07:34:14+02,3,3,0,"Kitwe, Kitwe District, Copperbelt Province, 1001, Zambia",en,1,#zambiadecides2021,True,video produced zambia united state exchange alumnus association rapper u alumnus urge zambian vote tomorrow general election,2021-08-11,2021,8,11,32,07:34:14,7,34,Neutral,Neutral
449,11307,1425328432431484931,bobosibunus,1396,False,Their children are old. Our children are young. We have only known Zambia as our home! So help us God to have peaceful polls. #ZambiaDecides2021 @ercafrica @CCMG_Zambia @SAYoF_SADC @SAHRDNetwork @misazimbabwe @caritaszambia @LauraMiti a prayer @gilbertchisenga,2021-08-11 07:29:14+02,4,0,0,"Harare, Harare Province, Zimbabwe",en,1,#zambiadecides2021,True,child old child young known zambia home help u god peaceful poll prayer,2021-08-11,2021,8,11,32,07:29:14,7,29,Positive,Neutral
450,11309,1425326342162243590,MumbaMwa,11965,False,"""Africa has the youngest population , it's a big resource for us , if well maximized,  we can turn around the destiny of Africa . ""  Robert Kyagulanyi Ssentamu "" Bobi Wine ""...

#YouthVote2021🇿🇲
#ZambiaDecides2021 🇿🇲
#VoteWisely🇿🇲

🗳🇿🇲",2021-08-11 07:20:55+02,14,3,0,Zambia,en,1,#youthvote2021 #zambiadecides2021 #votewisely,True,africa youngest population big resource u well maximized turn around destiny africa robert kyagulanyi ssentamu bobi wine,2021-08-11,2021,8,11,32,07:20:55,7,20,Neutral,Positive
451,11310,1425326019242774532,mansewe,585,False,@luchi7's tracklist on @phoenixfmzambia right now 🔥🔥🔥🔥#ZambiaDecides2021,2021-08-11 07:19:38+02,0,0,0,Zambia,en,1,#zambiadecides2021,True,tracklist right,2021-08-11,2021,8,11,32,07:19:38,7,19,Negative,Positive
452,11311,1425325926024372224,Abbasyussuff,47,False,"Zambia decides tomorrow. 

PF COULD WIN!

UPND COULD WIN! 

Be prepared for either to win. 

#ZambiaDecides2021",2021-08-11 07:19:16+02,2,0,0,,en,1,#zambiadecides2021,True,zambia decides tomorrow pf could win upnd could win prepared either win,2021-08-11,2021,8,11,32,07:19:16,7,19,Positive,Neutral
453,11312,1425325365682184195,JosephKKaluba,1377,False,"12th of August is tomorrow. 
@CCMG 
#ZambiaDecides2021 https://t.co/S6v8P42rXZ",2021-08-11 07:17:03+02,0,0,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021,True,12th august tomorrow,2021-08-11,2021,8,11,32,07:17:03,7,17,Neutral,Neutral
454,11313,1425324827234250753,LupashaChellah,1573,False,"Less than 24hours till Voting begins! 🎊
One Zambia One Nation 🇿🇲 
Follow @CCMG_Zambia for detailed reports on Election Day happenings 📋
#ZambiaDecides2021 
#YouthVote2021 https://t.co/IDwne2oeHs",2021-08-11 07:14:54+02,4,1,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021 #youthvote2021,True,le 24hours till voting begin one zambia one nation follow detailed report election day happening,2021-08-11,2021,8,11,32,07:14:54,7,14,Neutral,Neutral
455,11314,1425324569309683715,Ch_i_sha,1679,False,"My vote is my secret,but tomorrow 12th August shall do what we did in 2011🙏🙏  #ZambiaDecides2021",2021-08-11 07:13:53+02,1,0,0,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021,True,vote secret tomorrow 12th august shall 2011,2021-08-11,2021,8,11,32,07:13:53,7,13,Neutral,Neutral
456,11315,1425324429861695488,Ichongewdwe,16174,False,Even my Strawberry’s🍓are sending the same message #YouthVote2021 #ZambiaDecides2021 https://t.co/OmCL5R6He2,2021-08-11 07:13:19+02,31,0,1,"Kabwata Baptist Church, Chilimbulu Road, Libala, Lusaka, Lusaka District, Lusaka Province, Zambia",en,1,#youthvote2021 #zambiadecides2021,True,even strawberrysare sending message,2021-08-11,2021,8,11,32,07:13:19,7,13,Neutral,Neutral
457,11316,1425323773381812224,mpelembe,1660,False,People who don't vote are the real terrorists #ZambiaDecides2021,2021-08-11 07:10:43+02,0,0,0,"London, Greater London, England, United Kingdom",en,1,#zambiadecides2021,True,people vote real terrorist,2021-08-11,2021,8,11,32,07:10:43,7,10,Negative,Negative
458,11317,1425323483735670787,OrmildMusonda,695,False,"Okay but if nanikane wins… it will be wonderful. 

#ZambiaDecides2021",2021-08-11 07:09:34+02,0,0,0,"Solwezi, Solwezi District, North-Western Province, Zambia",en,1,#zambiadecides2021,True,okay nanikane win wonderful,2021-08-11,2021,8,11,32,07:09:34,7,9,Positive,Positive
459,11318,1425321632499912705,mpelembe,1660,False,Zambian's sleep postponed until #zambiadecides2021 trends on twitter. #Peace,2021-08-11 07:02:13+02,0,0,0,"London, Greater London, England, United Kingdom",en,1,#zambiadecides2021 #peace,True,zambian sleep postponed trend twitter,2021-08-11,2021,8,11,32,07:02:13,7,2,Neutral,Neutral
460,11319,1425320883745402882,DmMutiti,8022,False,"I am ready to vote ,  just from cleaning my two democratic weapons.  Like in every competition,  winners and losers are inevitable.  There is no need to fight one another physically,  the real fight needs to be on the ballot. 
#ZambiaDecides2021 #VoteWisely https://t.co/yaPCps2qDe",2021-08-11 06:59:14+02,21,6,1,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021 #votewisely,True,ready vote cleaning two democratic weapon like every competition winner loser inevitable need fight one another physically real fight need ballot,2021-08-11,2021,8,11,32,06:59:14,6,59,Negative,Neutral
461,11320,1425320495784792065,ms_ammn,1088,False,Anxious about tomorrow 😬 #ZambiaDecides2021,2021-08-11 06:57:42+02,6,0,1,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia",en,1,#zambiadecides2021,True,anxious tomorrow,2021-08-11,2021,8,11,32,06:57:42,6,57,Negative,Negative
462,11321,1425319419941638145,mpelembe,1660,False,sleep postponed until #zambiadecides2021 trends on twitter https://t.co/rW7dIsrjB0,2021-08-11 06:53:25+02,0,0,0,"London, Greater London, England, United Kingdom",en,1,#zambiadecides2021,True,sleep postponed trend twitter,2021-08-11,2021,8,11,32,06:53:25,6,53,Neutral,Neutral
463,11322,1425319272058851334,Bree_gita,1131,False,"Are you ready? Voting is a democratic right... Make sure you show up. 

#1DayToGo #ZambiaDecides2021",2021-08-11 06:52:50+02,1,1,0,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia",en,1,#1daytogo #zambiadecides2021,True,ready voting democratic right make sure show,2021-08-11,2021,8,11,32,06:52:50,6,52,Positive,Neutral
464,11323,1425319088256131073,mpelembe,1660,False,sleep postponed until #zambiadecides2021 trends on twitter https://t.co/UiKM703f37,2021-08-11 06:52:06+02,0,0,0,"London, Greater London, England, United Kingdom",en,1,#zambiadecides2021,True,sleep postponed trend twitter,2021-08-11,2021,8,11,32,06:52:06,6,52,Neutral,Neutral
